SMILES,des_gap,pred_gap,Err_pred_des
C#CCCCCCCCCC(C)S[NH],10.6786,7.1421504,0.3311716515208836
CNNC,8.323,8.528536,0.024694922851797117
O=CCOO,8.323,6.011741,0.277695402938071
CCCCCCCCCCCCCCCCCCCC,9.7852,9.92266,0.014047732694518525
C=CCO,9.8676,7.657797,0.22394535046604935
CCCCSC,9.7366,7.8612275,0.19261061229180415
CCCCC,9.7366,10.971622,0.1268432992051657
CCCCC=CCCSCC1CCCCCC1,9.9361,6.9983916,0.29566010524598374
CCCCCCCCC1CCCCCC1CSC,8.1634,7.5068736,0.08042315608257605
CCCCC.CCCSCCCCCC(O)CC,10.4065,7.411735,0.28777830607497135
C=CCSCCC,8.7668,6.641853,0.24238572162221414
CCCCNCCCCCCCCCCSS[S],9.1951,5.4056487,0.4121163762935144
CCCCCCCCCCCCCCCCOCSC,10.2943,7.3452578,0.28647331444641805
COCCO,9.4138,9.4188595,0.0005374537181078066
CCCCCCCCCSCCCCCCCCCS,10.2042,7.265914,0.28794869139002854
CCCCCCCCCCCCCCCCCCCC,10.5107,9.92266,0.05594680906481943
CCCC1CCCCCCCCCCCCCC1,9.2125,9.609456,0.04308885344009706
CC[S],10.4778,5.831555,0.4434370870145493
CCCCO,9.8116,9.868886,0.005838598593248727
CCCCCCCCCSCCCC1CCCC1,9.7616,7.3975754,0.2421759364839812
CCCCSCCCCSCC1CCCCCC1,10.1314,7.195448,0.28978740137069603
CCOC,8.9462,9.841047,0.10002540598100931
CCCCSCCCCCCCCCCCCCCS,10.5891,6.7463326,0.3628983912309583
