SMILES,des_gap,pred_gap,Err_pred_des
CC(C)O,0.0,10.537972,inf
CC(C)O,1.0,10.537972,9.537972450256348
CC(C)O,2.0,10.537972,4.268986225128174
CC(C)O,3.0,10.537972,2.5126574834187827
CC(C)O,4.0,10.537972,1.634493112564087
CC(C)O,5.0,10.537972,1.1075944900512695
COC(C)C,6.0,10.005446,0.667574405670166
COC(C)C,7.0,10.005446,0.429349490574428
COC(C)C,8.0,10.005446,0.2506808042526245
COC(C)C,9.0,10.005446,0.11171627044677734
CSC(C)C,18.0,8.288154,0.5395470195346408
CSC(C)C,19.0,8.288154,0.5637813869275545
CSC(C)C,20.0,8.288154,0.5855923175811768
CSC(C)C,21.0,8.288154,0.6053260167439779
CSC(C)C,22.0,8.288154,0.6232657432556152
CSC(C)C,23.0,8.288154,0.6396454935488494
CSC(C)C,24.0,8.288154,0.6546602646509806
CSC(C)C,25.0,8.288154,0.6684738540649414
CSC(C)C,26.0,8.288154,0.6812248596778283
CSC(C)C,27.0,8.288154,0.6930313463564273
CSC(C)C,28.0,8.288154,0.7039945125579834
CSC(C)C,29.0,8.288154,0.714201598331846
CSC(C)C,30.0,8.288154,0.7237282117207845
CSC(C)C,31.0,8.288154,0.7326402048910817
CSC(C)C,32.0,8.288154,0.7409951984882355
CSC(C)C,33.0,8.288154,0.7488438288370768
CSC(C)C,34.0,8.288154,0.756230775047751
CSC(C)C,35.0,8.288154,0.7631956100463867
CSC(C)C,36.0,8.288154,0.7697735097673204
CSC(C)C,37.0,8.288154,0.7759958473411767
CSC(C)C,38.0,8.288154,0.7818906934637773
CSC(C)C,39.0,8.288154,0.7874832397852188
CSC(C)C,40.0,8.288154,0.7927961587905884
