SMILES,des_gap,pred_gap,Err_pred_des
CCCCCCCC,11.8556,10.543461,0.11067673960429966
CCCCCC,11.8556,10.811928,0.08803200214159085
CC#CCCCC,11.8556,9.63084,0.18765475374391247
CCCCCCCC,10.0363,10.543461,0.05053265107133754
CC#CCCCC,11.5758,9.63084,0.168019462886913
CCCCCOCC,11.5758,9.812095,0.152361418786129
CCCCCOCC,11.5758,9.812095,0.152361418786129
C#CCCCCCC,14.2506,9.40714,0.3398776347566273
CCCCCCCC,14.2741,10.543461,0.2613572242069717
CCCCCCCC,14.2741,10.543461,0.2613572242069717
CCCC,8.8791,11.1949,0.26081467254800567
CCOCCCCCCS,8.8791,8.270006,0.06859859897854839
CC#CCCCC,9.4507,9.63084,0.01906105383872861
CSCCCCCCCSC,11.0857,7.931375,0.2845399905551403
CCCC,11.1978,11.1949,0.0002590188232514217
CCCCCCCCCCC,9.9494,10.367117,0.041984132520612824
CCCCCCCCCS,9.9494,8.033898,0.19252433779155934
CC#CCCCC,9.9494,9.63084,0.03201798083164098
CC#CCOC,12.7338,9.46851,0.25642701518225
CCCCSCCCC,12.136,7.90561,0.3485818981102759
CCCCCCCC,12.136,10.543461,0.13122438645787193
CCCC,8.1679,11.1949,0.3705970395108898
CC#CCSS,8.1679,7.519271,0.07941197897726202
CCCCCCCCCC,8.1679,10.355425,0.26781974326099073
CCCCCSCCCP,11.912,7.9465065,0.33289905135626763
CCCCCCCC,10.9057,10.543461,0.03321558029770981
CCCCC,9.9847,10.994938,0.10117859292001918
CCCC,9.9847,11.1949,0.12120540016435105
CC#CCCCCC,9.9847,9.511535,0.047389036139600244
C#CCCC,12.852,10.118857,0.21266282417304488
CC1CCCCCCC1,12.852,10.031082,0.2194925184157865
CCCCCC,12.852,10.811928,0.15873577688996607
CCCCCCCCC1CP[CH]COO1,9.0981,7.391525,0.1875749011642509
CCCCCCCC,9.0981,10.543461,0.15886403160519944
CCCCCCCC,9.0981,10.543461,0.15886403160519944
CCCCCSC,11.8125,8.413833,0.28771786967282575
CCCCCCCC,11.8125,10.543461,0.10743188605737433
CCCCCCCCCCC,13.4622,10.367117,0.22990915837674478
CC#CC,13.4622,10.327328,0.2328647822591044
CCCCCOCC,10.1445,9.812095,0.03276704732460677
C#CCC,9.5537,9.941347,0.04057560130550296
CCCCCCCCC,9.5537,10.428137,0.0915286041598045
CCCCCCCC,10.7158,10.543461,0.016082714687912628
CC#CCCCC,10.7158,9.63084,0.1012485953905754
CCCCCSCCC,14.5547,8.05107,0.446840524825804
CCCCCCC,14.5547,10.638403,0.26907439254379867
CCCCCCC,14.832,10.638403,0.28273982343293064
CCCCCCCC,12.7067,10.543461,0.1702439779055722
CCCCCCCCC,12.7067,10.428137,0.17931982138859628
CCCCC,12.7067,10.994938,0.1347133483336731
CC#CCCC,12.7067,10.098407,0.20526912639103687
CCCCCCOCC,14.3198,9.585843,0.33058820051658017
CCCCCCCC,13.9203,10.543461,0.24258379158873974
CC#CCCCCCSC,10.646,7.8122644,0.26617842922751767
CCCCC,10.646,10.994938,0.032776432155599736
C#CCCCC,8.6455,9.546358,0.10419965398421233
CCCCCCC,12.5739,10.638403,0.15392973231513107
CCCCCCCCCC,12.5739,10.355425,0.17643492623756787
CCCCCCCC,12.5739,10.543461,0.1614804598456115
CCOC1SCCC1CN,11.9049,7.9719586,0.33036324225843566
CC#CCCCC,11.9049,9.63084,0.19101879885478482
CCCCCCCC,10.531,10.543461,0.0011832538170415954
CCCCCCCC,10.531,10.543461,0.0011832538170415954
CCCCOCC,10.531,10.1677065,0.03449753208973624
CC#CCCCC,9.5754,9.63084,0.00578986794428136
CCCCCCCC,9.5754,10.543461,0.10109873696631634
CCCCCCCC,11.2826,10.543461,0.0655114205992178
CCCCC,11.2826,10.994938,0.025496082753220427
CCCCCCCCC,9.8846,10.428137,0.054988246925674555
CC#CCCCC,9.8846,9.63084,0.025672227352278174
CCCCCCCC,9.8846,10.543461,0.0666552866021149
CCCCCSCC,10.0425,8.361317,0.16740685278484413
CCC#CCCC,11.2038,9.31455,0.16862578769879202
CCCCCCC,11.2038,10.638403,0.050464758488836456
CCCCCO,14.0237,10.519223,0.24989673101993048
CC#CCCCC,12.1038,9.63084,0.2043126702759735
C#CC,9.9844,9.997182,0.0012801863301769461
CCC,9.9844,11.447314,0.1465199974350122
CCCCCCCC,9.9844,10.543461,0.05599343435231609
CCCCCCCC,9.9458,10.543461,0.06009178205345628
CCCCCCC,9.9458,10.638403,0.06963773038295293
CCCCCCCC,11.1824,10.543461,0.05713792692559145
CCOC,9.4379,10.517436,0.11438307542216537
CCCC,9.4379,11.1949,0.18616424829898548
CCCCCCCC,9.4097,10.543461,0.12048852205142191
CCCC,9.4097,11.1949,0.1897190727675691
CCCCC,11.5982,10.994938,0.052013424778973
CC#CC,11.5982,10.327328,0.10957495746999671
CCCCCCCC,8.6106,10.543461,0.2244745831820391
C1CCCOCCC1,11.3851,9.247305,0.1877713049176699
CCCC,12.9538,11.1949,0.1357825843365656
CCCCCCSC,12.9538,8.29053,0.3599924188444356
CCSC,12.9538,9.679698,0.2527522433249331
C#CCCCCC,13.2272,9.236725,0.3016870650239185
CCCCCCCC,13.2272,10.543461,0.2028954846114623
CCCCCCCCCS,12.8377,8.033898,0.37419488276119084
CC#CC,12.8377,10.327328,0.19554688703806097
CCOC,12.8377,10.517436,0.180738292098518
C#CC,10.6152,9.997182,0.058220109616868285
CCCCCCC,10.6152,10.638403,0.0021858221081820116
CC#CCSC,10.6152,8.144543,0.23274712731820435
CCOC,12.6769,10.517436,0.17034637588630852
CC#CC,10.3789,10.327328,0.004968953523833491
CCCCCCCCCC,10.3789,10.355425,0.0022618118508275905
CCCCCSC,12.0096,8.413833,0.2994077517577816
CCCCCCCC,12.0096,10.543461,0.12208059835904068
CC#CCCCC,12.0096,9.63084,0.19807151765973294
C#CC,10.2807,9.997182,0.02757770459258416
CCCCCCC,10.2807,10.638403,0.03479363650751154
CC#CCCC,11.116,10.098407,0.09154310977986578
CCCCCCCCCC,11.116,10.355425,0.0684216551833892
CCCCCCCCC,9.6987,10.428137,0.07520975239583891
CCCCCCCC,9.6987,10.543461,0.08710042025707208
CCCCCCCC,14.8012,10.543461,0.287661754050532
CCCCCCCCCS,9.6141,8.033898,0.16436293011549083
CCCC=CCO,9.6141,8.177247,0.14945267394511022
C#CCCCCCCCCC#C,9.6141,8.548936,0.11079186921316052
CCCCCCCC,12.8403,10.543461,0.17887737467603823
CCCCCCCC,12.5533,10.543461,0.1601044469623712
CSCCCO,12.5533,8.614235,0.31378721735986503
CCCCOCCC,11.3256,9.706766,0.1429358154499506
CCCCCCCCCC,8.4688,10.355425,0.22277357842686632
CCCC,8.5079,11.1949,0.31582406457774503
CC#CCCC,8.5079,10.098407,0.18694469747963804
CCCCCCC,9.3928,10.638403,0.132612526492928
CCCCCCSC,9.3928,8.29053,0.11735263129493338
CCCCCCCCC,9.3928,10.428137,0.11022664440438677
CCCCCCC,9.063,10.638403,0.17382797515643525
CCCCCCCC,8.7007,10.543461,0.2117945505473429
CC#CCCC,8.9051,10.098407,0.13400262677420946
CCCCCCSC,9.3147,8.29053,0.10995198935307106
CC#CC,9.3147,10.327328,0.10871286549985337
CCCCCCCC,9.3147,10.543461,0.13191630926892603
CCCCCCCCCC,14.6647,10.355425,0.29385361575883273
